area,País,Año publicación,# Publicaciones
Ciencias Naturales,Brasil,1986,2
Ciencias Naturales,Brasil,1987,2
Ciencias Naturales,Brasil,1989,1
Ciencias Naturales,Brasil,1990,1
Ciencias Naturales,Brasil,1991,1
Ciencias Naturales,Brasil,1993,2
Ciencias Naturales,Brasil,1994,3
Ciencias Naturales,Brasil,1995,1
Ciencias Naturales,Brasil,1996,1
Ciencias Naturales,Brasil,1997,10
Ciencias Naturales,Brasil,1998,9
Ciencias Naturales,Brasil,1999,7
Ciencias Naturales,Brasil,2000,12
Ciencias Naturales,Brasil,2001,13
Ciencias Naturales,Brasil,2002,14
Ciencias Naturales,Brasil,2003,13
Ciencias Naturales,Brasil,2004,14
Ciencias Naturales,Brasil,2005,16
Ciencias Naturales,Brasil,2006,14
Ciencias Naturales,Brasil,2007,8
Ciencias Naturales,Brasil,2008,4
Ciencias Naturales,Brasil,2009,6
Ciencias Naturales,Brasil,2010,9
Ciencias Naturales,Brasil,2011,5
Ciencias Naturales,Brasil,2012,5
Ciencias Naturales,Brasil,2013,8
Ciencias Naturales,Brasil,2014,10
Ciencias Naturales,Brasil,2015,11
Ciencias Naturales,Brasil,2016,9
Ciencias Naturales,Brasil,2017,5
Ciencias Naturales,Brasil,2018,11
Ciencias Naturales,Brasil,2019,15
Ciencias Naturales,Brasil,2020,10
Ciencias Naturales,Brasil,2021,14
Ciencias Naturales,Brasil,2022,7
Ciencias Naturales,Brasil,2023,11
Ciencias Naturales,Brasil,2024,6
Ciencias Naturales,Bulgaria,2002,1
Ciencias Naturales,Bulgaria,2014,2
Ciencias Naturales,Bulgaria,2016,1
Ciencias Naturales,Bulgaria,2017,3
Ciencias Naturales,Bulgaria,2018,3
Ciencias Naturales,Bulgaria,2019,2
Ciencias Naturales,Bulgaria,2022,1
Ciencias Naturales,Bélgica,1997,1
Ciencias Naturales,Bélgica,2008,1
Ciencias Naturales,Bélgica,2013,1
Ciencias Naturales,Bélgica,2014,2
Ciencias Naturales,Bélgica,2016,1
Ciencias Naturales,Bélgica,2017,1
Ciencias Naturales,Canadá,1997,1
Ciencias Naturales,Canadá,2001,1
Ciencias Naturales,Canadá,2002,2
Ciencias Naturales,Canadá,2003,1
Ciencias Naturales,Canadá,2004,2
Ciencias Naturales,Canadá,2005,1
Ciencias Naturales,Canadá,2007,2
Ciencias Naturales,Canadá,2008,2
Ciencias Naturales,Canadá,2010,2
Ciencias Naturales,Canadá,2011,1
Ciencias Naturales,Canadá,2012,2
Ciencias Naturales,Canadá,2013,1
Ciencias Naturales,Canadá,2015,4
Ciencias Naturales,Canadá,2018,1
Ciencias Naturales,Canadá,2021,1
Ciencias Naturales,Canadá,2023,2
Ciencias Naturales,Canadá,2024,1
Ciencias Naturales,Chile,1979,2
Ciencias Naturales,Chile,1980,1
Ciencias Naturales,Chile,1981,1
Ciencias Naturales,Chile,1983,1
Ciencias Naturales,Chile,1988,2
Ciencias Naturales,Chile,1989,2
Ciencias Naturales,Chile,1993,2
Ciencias Naturales,Chile,1995,2
Ciencias Naturales,Chile,1996,3
Ciencias Naturales,Chile,1997,1
Ciencias Naturales,Chile,1999,1
Ciencias Naturales,Chile,2001,1
Ciencias Naturales,Chile,2002,4
Ciencias Naturales,Chile,2003,7
Ciencias Naturales,Chile,2004,4
Ciencias Naturales,Chile,2005,8
Ciencias Naturales,Chile,2006,10
Ciencias Naturales,Chile,2007,3
Ciencias Naturales,Chile,2008,2
Ciencias Naturales,Chile,2010,4
Ciencias Naturales,Chile,2011,4
Ciencias Naturales,Chile,2012,6
Ciencias Naturales,Chile,2013,5
Ciencias Naturales,Chile,2014,6
Ciencias Naturales,Chile,2015,5
Ciencias Naturales,Chile,2016,4
Ciencias Naturales,Chile,2017,4
Ciencias Naturales,Chile,2018,2
Ciencias Naturales,Chile,2019,4
Ciencias Naturales,Chile,2020,5
Ciencias Naturales,Chile,2021,2
Ciencias Naturales,Chile,2022,3
Ciencias Naturales,Chile,2024,3
Ciencias Naturales,China,2011,1
Ciencias Naturales,China,2012,2
Ciencias Naturales,China,2014,2
Ciencias Naturales,China,2016,3
Ciencias Naturales,China,2019,1
Ciencias Naturales,China,2021,2
Ciencias Naturales,China,2022,1
Ciencias Naturales,China,2023,3
Ciencias Naturales,Colombia,1953,2
Ciencias Naturales,Colombia,1954,2
Ciencias Naturales,Colombia,1956,4
Ciencias Naturales,Colombia,1957,2
Ciencias Naturales,Colombia,1958,1
Ciencias Naturales,Colombia,1960,1
Ciencias Naturales,Colombia,1962,1
Ciencias Naturales,Colombia,1970,1
Ciencias Naturales,Colombia,1971,1
Ciencias Naturales,Colombia,1975,1
Ciencias Naturales,Colombia,1976,1
Ciencias Naturales,Colombia,1978,1
Ciencias Naturales,Colombia,1979,4
Ciencias Naturales,Colombia,1980,2
Ciencias Naturales,Colombia,1981,6
Ciencias Naturales,Colombia,1982,8
Ciencias Naturales,Colombia,1983,8
Ciencias Naturales,Colombia,1984,5
Ciencias Naturales,Colombia,1985,10
Ciencias Naturales,Colombia,1986,12
Ciencias Naturales,Colombia,1987,6
Ciencias Naturales,Colombia,1988,11
Ciencias Naturales,Colombia,1989,22
Ciencias Naturales,Colombia,1990,26
Ciencias Naturales,Colombia,1991,19
Ciencias Naturales,Colombia,1992,15
Ciencias Naturales,Colombia,1993,27
Ciencias Naturales,Colombia,1994,35
Ciencias Naturales,Colombia,1995,74
Ciencias Naturales,Colombia,1996,49
Ciencias Naturales,Colombia,1997,48
Ciencias Naturales,Colombia,1998,50
Ciencias Naturales,Colombia,1999,54
Ciencias Naturales,Colombia,2000,86
Ciencias Naturales,Colombia,2001,85
Ciencias Naturales,Colombia,2002,116
Ciencias Naturales,Colombia,2003,125
Ciencias Naturales,Colombia,2004,131
Ciencias Naturales,Colombia,2005,177
Ciencias Naturales,Colombia,2006,261
Ciencias Naturales,Colombia,2007,258
Ciencias Naturales,Colombia,2008,255
Ciencias Naturales,Colombia,2009,240
Ciencias Naturales,Colombia,2010,303
Ciencias Naturales,Colombia,2011,271
Ciencias Naturales,Colombia,2012,287
Ciencias Naturales,Colombia,2013,276
Ciencias Naturales,Colombia,2014,255
Ciencias Naturales,Colombia,2015,206
Ciencias Naturales,Colombia,2016,268
Ciencias Naturales,Colombia,2017,216
Ciencias Naturales,Colombia,2018,284
Ciencias Naturales,Colombia,2019,205
Ciencias Naturales,Colombia,2020,195
Ciencias Naturales,Colombia,2021,153
Ciencias Naturales,Colombia,2022,151
Ciencias Naturales,Colombia,2023,110
Ciencias Naturales,Colombia,2024,57
Ciencias Naturales,Colombia,2025,4
Ciencias Naturales,Corea del norte,2009,1
Ciencias Naturales,Corea del sur,2001,1
Ciencias Naturales,Corea del sur,2010,2
Ciencias Naturales,Corea del sur,2013,1
Ciencias Naturales,Corea del sur,2014,1
Ciencias Naturales,Corea del sur,2016,2
Ciencias Naturales,Costa rica,1994,1
Ciencias Naturales,Costa rica,1998,1
Ciencias Naturales,Costa rica,2001,3
Ciencias Naturales,Costa rica,2002,1
Ciencias Naturales,Costa rica,2005,1
Ciencias Naturales,Costa rica,2006,2
Ciencias Naturales,Costa rica,2008,3
Ciencias Naturales,Costa rica,2010,2
Ciencias Naturales,Costa rica,2011,1
Ciencias Naturales,Costa rica,2012,1
Ciencias Naturales,Costa rica,2013,2
Ciencias Naturales,Costa rica,2014,3
Ciencias Naturales,Costa rica,2015,2
Ciencias Naturales,Costa rica,2016,2
Ciencias Naturales,Costa rica,2017,4
Ciencias Naturales,Costa rica,2018,4
Ciencias Naturales,Costa rica,2019,3
Ciencias Naturales,Costa rica,2020,6
Ciencias Naturales,Costa rica,2022,3
Ciencias Naturales,Costa rica,2023,2
Ciencias Naturales,Costa rica,2024,1
Ciencias Naturales,Croacia,2012,5
Ciencias Naturales,Croacia,2013,1
Ciencias Naturales,Croacia,2014,1
Ciencias Naturales,Croacia,2024,1
Ciencias Naturales,Cuba,1996,2
Ciencias Naturales,Cuba,1997,1
Ciencias Naturales,Cuba,1999,1
Ciencias Naturales,Cuba,2005,4
Ciencias Naturales,Cuba,2007,2
Ciencias Naturales,Cuba,2008,3
Ciencias Naturales,Cuba,2010,1
Ciencias Naturales,Cuba,2011,1
Ciencias Naturales,Cuba,2012,1
Ciencias Naturales,Cuba,2013,1
Ciencias Naturales,Cuba,2015,2
Ciencias Naturales,Cuba,2016,4
Ciencias Naturales,Cuba,2018,3
Ciencias Naturales,Cuba,2019,1
Ciencias Naturales,Cuba,2021,1
Ciencias Naturales,Cuba,2023,1
Ciencias Naturales,Dinamarca,2004,1
Ciencias Naturales,Dinamarca,2010,2
Ciencias Naturales,Dinamarca,2013,2
Ciencias Naturales,Dinamarca,2014,1
Ciencias Naturales,Dinamarca,2015,1
Ciencias Naturales,Ecuador,2006,1
Ciencias Naturales,Ecuador,2012,4
Ciencias Naturales,Ecuador,2018,1
Ciencias Naturales,Ecuador,2021,1
Ciencias Naturales,Ecuador,2022,1
Ciencias Naturales,Ecuador,2023,1
Ciencias Naturales,Egipto,2018,1
Ciencias Naturales,Egipto,2020,1
Ciencias Naturales,Egipto,2023,1
Ciencias Naturales,Emiratos árabes unidos,2010,1
Ciencias Naturales,Emiratos árabes unidos,2012,4
Ciencias Naturales,Emiratos árabes unidos,2016,1
Ciencias Naturales,Emiratos árabes unidos,2018,2
Ciencias Naturales,Emiratos árabes unidos,2019,1
Ciencias Naturales,Eslovaquia,2018,3
Ciencias Naturales,España,1984,1
Ciencias Naturales,España,1990,1
Ciencias Naturales,España,1994,1
Ciencias Naturales,España,1995,1
Ciencias Naturales,España,1996,2
Ciencias Naturales,España,1997,1
Ciencias Naturales,España,1998,2
Ciencias Naturales,España,1999,2
Ciencias Naturales,España,2000,4
Ciencias Naturales,España,2001,5
Ciencias Naturales,España,2002,7
Ciencias Naturales,España,2003,7
Ciencias Naturales,España,2004,4
Ciencias Naturales,España,2005,9
Ciencias Naturales,España,2006,9
Ciencias Naturales,España,2007,5
Ciencias Naturales,España,2008,8
Ciencias Naturales,España,2009,5
Ciencias Naturales,España,2010,9
Ciencias Naturales,España,2011,17
Ciencias Naturales,España,2012,19
Ciencias Naturales,España,2013,12
Ciencias Naturales,España,2014,13
Ciencias Naturales,España,2015,3
Ciencias Naturales,España,2016,10
Ciencias Naturales,España,2017,14
Ciencias Naturales,España,2018,4
Ciencias Naturales,España,2019,3
Ciencias Naturales,España,2020,5
Ciencias Naturales,España,2021,5
Ciencias Naturales,España,2022,5
Ciencias Naturales,España,2023,5
Ciencias Naturales,España,2024,9
Ciencias Naturales,España,2025,1
Ciencias Naturales,Estados Unidos,2020,1
Ciencias Naturales,Estados unidos,1979,1
Ciencias Naturales,Estados unidos,1981,1
Ciencias Naturales,Estados unidos,1985,2
Ciencias Naturales,Estados unidos,1988,2
Ciencias Naturales,Estados unidos,1989,4
Ciencias Naturales,Estados unidos,1990,2
Ciencias Naturales,Estados unidos,1991,4
Ciencias Naturales,Estados unidos,1992,3
Ciencias Naturales,Estados unidos,1994,1
Ciencias Naturales,Estados unidos,1995,7
Ciencias Naturales,Estados unidos,1996,6
Ciencias Naturales,Estados unidos,1997,4
Ciencias Naturales,Estados unidos,1998,9
Ciencias Naturales,Estados unidos,1999,4
Ciencias Naturales,Estados unidos,2000,6
Ciencias Naturales,Estados unidos,2001,5
Ciencias Naturales,Estados unidos,2002,9
Ciencias Naturales,Estados unidos,2003,18
Ciencias Naturales,Estados unidos,2004,19
Ciencias Naturales,Estados unidos,2005,19
Ciencias Naturales,Estados unidos,2006,29
Ciencias Naturales,Estados unidos,2007,21
Ciencias Naturales,Estados unidos,2008,49
Ciencias Naturales,Estados unidos,2009,33
Ciencias Naturales,Estados unidos,2010,48
Ciencias Naturales,Estados unidos,2011,35
Ciencias Naturales,Estados unidos,2012,38
Ciencias Naturales,Estados unidos,2013,49
Ciencias Naturales,Estados unidos,2014,53
Ciencias Naturales,Estados unidos,2015,36
Ciencias Naturales,Estados unidos,2016,40
Ciencias Naturales,Estados unidos,2017,31
Ciencias Naturales,Estados unidos,2018,39
Ciencias Naturales,Estados unidos,2019,31
Ciencias Naturales,Estados unidos,2020,23
Ciencias Naturales,Estados unidos,2021,13
Ciencias Naturales,Estados unidos,2022,29
Ciencias Naturales,Estados unidos,2023,22
Ciencias Naturales,Estados unidos,2024,15
Ciencias Naturales,Francia,2001,1
Ciencias Naturales,Francia,2002,2
Ciencias Naturales,Francia,2004,1
Ciencias Naturales,Francia,2005,2
Ciencias Naturales,Francia,2006,2
Ciencias Naturales,Francia,2012,2
Ciencias Naturales,Francia,2013,2
Ciencias Naturales,Francia,2014,3
Ciencias Naturales,Francia,2015,7
Ciencias Naturales,Francia,2016,3
Ciencias Naturales,Francia,2017,1
Ciencias Naturales,Francia,2018,1
Ciencias Naturales,Francia,2020,1
Ciencias Naturales,Francia,2023,3
Ciencias Naturales,Francia,2024,2
Ciencias Naturales,Grecia,2014,1
Ciencias Naturales,Guatemala,1992,1
Ciencias Naturales,Honduras,1993,2
Ciencias Naturales,Honduras,2010,1
Ciencias Naturales,Hungría,2006,1
Ciencias Naturales,Hungría,2011,2
Ciencias Naturales,Hungría,2012,1
Ciencias Naturales,Hungría,2017,1
Ciencias Naturales,Hungría,2019,1
Ciencias Naturales,Hungría,2021,1
Ciencias Naturales,Hungría,2022,1
Ciencias Naturales,India,2007,1
Ciencias Naturales,India,2010,1
Ciencias Naturales,India,2011,2
Ciencias Naturales,India,2012,1
Ciencias Naturales,India,2013,5
Ciencias Naturales,India,2014,7
Ciencias Naturales,India,2015,3
Ciencias Naturales,India,2016,9
Ciencias Naturales,India,2017,6
Ciencias Naturales,India,2018,3
Ciencias Naturales,India,2019,1
Ciencias Naturales,India,2020,1
Ciencias Naturales,India,2021,1
Ciencias Naturales,India,2022,1
Ciencias Naturales,India,2023,1
Ciencias Naturales,Indonesia,2011,1
Ciencias Naturales,Indonesia,2019,1
Ciencias Naturales,Irlanda,2010,1
Ciencias Naturales,Irlanda,2022,1
Ciencias Naturales,Irán,2020,1
Ciencias Naturales,Irán,2024,1
Ciencias Naturales,Israel,2004,1
Ciencias Naturales,Israel,2006,1
Ciencias Naturales,Israel,2008,1
Ciencias Naturales,Israel,2009,4
Ciencias Naturales,Italia,1997,1
Ciencias Naturales,Italia,1998,1
Ciencias Naturales,Italia,2003,2
Ciencias Naturales,Italia,2005,1
Ciencias Naturales,Italia,2009,3
Ciencias Naturales,Italia,2010,1
Ciencias Naturales,Italia,2011,2
Ciencias Naturales,Italia,2012,1
Ciencias Naturales,Italia,2013,2
Ciencias Naturales,Italia,2014,2
Ciencias Naturales,Italia,2015,2
Ciencias Naturales,Italia,2016,5
Ciencias Naturales,Italia,2017,5
Ciencias Naturales,Italia,2018,4
Ciencias Naturales,Italia,2019,3
Ciencias Naturales,Italia,2020,2
Ciencias Naturales,Italia,2021,5
Ciencias Naturales,Japón,2000,1
Ciencias Naturales,Japón,2005,1
Ciencias Naturales,Japón,2011,1
Ciencias Naturales,Japón,2013,1
Ciencias Naturales,Japón,2017,1
Ciencias Naturales,Japón,2018,1
Ciencias Naturales,Japón,2022,2
Ciencias Naturales,Japón,2023,1
Ciencias Naturales,Japón,2024,1
Ciencias Naturales,Jordania,1997,1
Ciencias Naturales,Kenia,2023,1
Ciencias Naturales,Marruecos,2011,1
Ciencias Naturales,México,1981,1
Ciencias Naturales,México,1987,2
Ciencias Naturales,México,1994,2
Ciencias Naturales,México,1996,4
Ciencias Naturales,México,1998,2
Ciencias Naturales,México,1999,1
Ciencias Naturales,México,2000,3
Ciencias Naturales,México,2001,4
Ciencias Naturales,México,2002,3
Ciencias Naturales,México,2003,2
Ciencias Naturales,México,2005,3
Ciencias Naturales,México,2006,1
Ciencias Naturales,México,2007,7
Ciencias Naturales,México,2008,8
Ciencias Naturales,México,2009,9
Ciencias Naturales,México,2010,7
Ciencias Naturales,México,2011,11
Ciencias Naturales,México,2012,12
Ciencias Naturales,México,2013,10
Ciencias Naturales,México,2014,13
Ciencias Naturales,México,2015,8
Ciencias Naturales,México,2016,9
Ciencias Naturales,México,2017,10
Ciencias Naturales,México,2018,19
Ciencias Naturales,México,2019,6
Ciencias Naturales,México,2020,10
Ciencias Naturales,México,2021,12
Ciencias Naturales,México,2022,5
Ciencias Naturales,México,2023,8
Ciencias Naturales,México,2024,10
Ciencias Naturales,Nigeria,2015,1
Ciencias Naturales,No Aplica,2007,1
Ciencias Naturales,No aplica,1998,6
Ciencias Naturales,No aplica,1999,2
Ciencias Naturales,No aplica,2000,2
Ciencias Naturales,No aplica,2003,4
Ciencias Naturales,No aplica,2004,1
Ciencias Naturales,No aplica,2005,4
Ciencias Naturales,No aplica,2007,1
Ciencias Naturales,No aplica,2008,4
Ciencias Naturales,No aplica,2010,1
Ciencias Naturales,No aplica,2012,2
Ciencias Naturales,No aplica,2013,1
Ciencias Naturales,No aplica,2015,1
Ciencias Naturales,No aplica,2016,1
Ciencias Naturales,No aplica,2017,2
Ciencias Naturales,No aplica,2021,2
Ciencias Naturales,No aplica,2022,1
Ciencias Naturales,No aplica,2023,3
Ciencias Naturales,No aplica,2024,4
Ciencias Naturales,Noruega,2001,1
Ciencias Naturales,Noruega,2010,1
Ciencias Naturales,Noruega,2012,1
Ciencias Naturales,Noruega,2020,1
Ciencias Naturales,Nueva zelanda,2003,1
Ciencias Naturales,Nueva zelanda,2007,1
Ciencias Naturales,Nueva zelanda,2010,1
Ciencias Naturales,Nueva zelanda,2011,8
Ciencias Naturales,Nueva zelanda,2012,1
Ciencias Naturales,Nueva zelanda,2013,2
Ciencias Naturales,Nueva zelanda,2014,2
Ciencias Naturales,Nueva zelanda,2015,4
Ciencias Naturales,Nueva zelanda,2016,9
Ciencias Naturales,Nueva zelanda,2017,3
Ciencias Naturales,Nueva zelanda,2018,3
Ciencias Naturales,Nueva zelanda,2019,6
Ciencias Naturales,Nueva zelanda,2020,4
Ciencias Naturales,Nueva zelanda,2021,4
Ciencias Naturales,Nueva zelanda,2023,6
Ciencias Naturales,Nueva zelanda,2024,2
Ciencias Naturales,Pakistán,2021,1
Ciencias Naturales,Pakistán,2024,1
Ciencias Naturales,Panamá,2023,1
Ciencias Naturales,Paraguay,2024,1
Ciencias Naturales,Países bajos,1950,2
Ciencias Naturales,Países bajos,1951,4
Ciencias Naturales,Países bajos,1957,3
Ciencias Naturales,Países bajos,1959,1
Ciencias Naturales,Países bajos,1960,1
Ciencias Naturales,Países bajos,1961,2
Ciencias Naturales,Países bajos,1964,1
Ciencias Naturales,Países bajos,1965,1
Ciencias Naturales,Países bajos,1966,2
Ciencias Naturales,Países bajos,1967,3
Ciencias Naturales,Países bajos,1971,1
Ciencias Naturales,Países bajos,1972,1
Ciencias Naturales,Países bajos,1973,2
Ciencias Naturales,Países bajos,1974,1
Ciencias Naturales,Países bajos,1978,4
Ciencias Naturales,Países bajos,1979,1
Ciencias Naturales,Países bajos,1980,1
Ciencias Naturales,Países bajos,1981,1
Ciencias Naturales,Países bajos,1982,2
Ciencias Naturales,Países bajos,1983,1
Ciencias Naturales,Países bajos,1985,1
Ciencias Naturales,Países bajos,1988,1
Ciencias Naturales,Países bajos,1989,3
Ciencias Naturales,Países bajos,1991,2
Ciencias Naturales,Países bajos,1992,2
Ciencias Naturales,Países bajos,1993,1
Ciencias Naturales,Países bajos,1994,3
Ciencias Naturales,Países bajos,1995,1
Ciencias Naturales,Países bajos,1997,2
Ciencias Naturales,Países bajos,1998,1
Ciencias Naturales,Países bajos,1999,4
Ciencias Naturales,Países bajos,2000,6
Ciencias Naturales,Países bajos,2001,7
Ciencias Naturales,Países bajos,2002,14
Ciencias Naturales,Países bajos,2003,7
Ciencias Naturales,Países bajos,2004,2
Ciencias Naturales,Países bajos,2005,1
Ciencias Naturales,Países bajos,2006,5
Ciencias Naturales,Países bajos,2007,12
Ciencias Naturales,Países bajos,2008,6
Ciencias Naturales,Países bajos,2009,6
Ciencias Naturales,Países bajos,2010,11
Ciencias Naturales,Países bajos,2011,12
Ciencias Naturales,Países bajos,2012,18
Ciencias Naturales,Países bajos,2013,6
Ciencias Naturales,Países bajos,2014,6
Ciencias Naturales,Países bajos,2015,7
Ciencias Naturales,Países bajos,2016,10
Ciencias Naturales,Países bajos,2017,18
Ciencias Naturales,Países bajos,2018,21
Ciencias Naturales,Países bajos,2019,14
Ciencias Naturales,Países bajos,2020,22
Ciencias Naturales,Países bajos,2021,15
Ciencias Naturales,Países bajos,2022,19
Ciencias Naturales,Países bajos,2023,7
Ciencias Naturales,Países bajos,2024,10
Ciencias Naturales,Perú,2006,1
Ciencias Naturales,Perú,2009,2
Ciencias Naturales,Perú,2015,2
Ciencias Naturales,Perú,2016,7
Ciencias Naturales,Perú,2017,1
Ciencias Naturales,Perú,2018,1
Ciencias Naturales,Perú,2019,1
Ciencias Naturales,Perú,2022,3
Ciencias Naturales,Perú,2024,1
Ciencias Naturales,Polonia,2007,1
Ciencias Naturales,Polonia,2010,1
Ciencias Naturales,Polonia,2011,1
Ciencias Naturales,Polonia,2018,1
Ciencias Naturales,Polonia,2020,1
Ciencias Naturales,Portugal,2004,1
Ciencias Naturales,Portugal,2007,1
Ciencias Naturales,Portugal,2009,2
Ciencias Naturales,Portugal,2014,8
Ciencias Naturales,Portugal,2015,1
Ciencias Naturales,Portugal,2020,4
Ciencias Naturales,Portugal,2023,1
Ciencias Naturales,Reino unido,1998,1
Ciencias Naturales,Reino unido,1999,1
Ciencias Naturales,Reino unido,2002,1
Ciencias Naturales,Reino unido,2003,1
Ciencias Naturales,Reino unido,2004,2
Ciencias Naturales,Reino unido,2005,3
Ciencias Naturales,Reino unido,2006,9
Ciencias Naturales,Reino unido,2007,3
Ciencias Naturales,Reino unido,2008,2
Ciencias Naturales,Reino unido,2009,4
Ciencias Naturales,Reino unido,2010,4
Ciencias Naturales,Reino unido,2011,5
Ciencias Naturales,Reino unido,2012,3
Ciencias Naturales,Reino unido,2013,13
Ciencias Naturales,Reino unido,2014,5
Ciencias Naturales,Reino unido,2015,5
Ciencias Naturales,Reino unido,2016,20
Ciencias Naturales,Reino unido,2017,37
Ciencias Naturales,Reino unido,2018,16
Ciencias Naturales,Reino unido,2019,4
Ciencias Naturales,Reino unido,2020,18
Ciencias Naturales,Reino unido,2021,13
Ciencias Naturales,Reino unido,2022,15
Ciencias Naturales,Reino unido,2023,7
Ciencias Naturales,Reino unido,2024,9
Ciencias Naturales,Reino unido,2025,1
Ciencias Naturales,República checa,2016,1
Ciencias Naturales,República checa,2019,2
Ciencias Naturales,República checa,2023,1
Ciencias Naturales,Rumania,1985,1
Ciencias Naturales,Rumania,2015,1
Ciencias Naturales,Rumania,2020,1
Ciencias Naturales,Rusia,1983,1
Ciencias Naturales,Rusia,1984,2
Ciencias Naturales,Rusia,2001,2
Ciencias Naturales,Rusia,2014,1
Ciencias Naturales,Rusia,2018,1
Ciencias Naturales,Rusia,2021,1
Ciencias Naturales,Rusia,2024,2
Ciencias Naturales,Serbia,2013,12
Ciencias Naturales,Serbia,2014,8
Ciencias Naturales,Serbia,2015,5
Ciencias Naturales,Serbia,2016,1
Ciencias Naturales,Serbia,2018,1
Ciencias Naturales,Serbia,2019,3
Ciencias Naturales,Serbia,2020,1
Ciencias Naturales,Serbia,2021,1
Ciencias Naturales,Singapur,2004,1
Ciencias Naturales,Singapur,2015,2
Ciencias Naturales,Singapur,2018,1
Ciencias Naturales,Singapur,2020,1
Ciencias Naturales,Singapur,2023,1
Ciencias Naturales,Suecia,2013,1
Ciencias Naturales,Suecia,2016,3
Ciencias Naturales,Suecia,2017,2
Ciencias Naturales,Suecia,2019,2
Ciencias Naturales,Suecia,2021,2
Ciencias Naturales,Suiza,1998,1
Ciencias Naturales,Suiza,1999,1
Ciencias Naturales,Suiza,2005,1
Ciencias Naturales,Suiza,2006,1
Ciencias Naturales,Suiza,2007,1
Ciencias Naturales,Suiza,2008,1
Ciencias Naturales,Suiza,2009,1
Ciencias Naturales,Suiza,2010,1
Ciencias Naturales,Suiza,2014,1
Ciencias Naturales,Suiza,2015,6
Ciencias Naturales,Suiza,2016,4
Ciencias Naturales,Suiza,2017,5
Ciencias Naturales,Suiza,2018,15
Ciencias Naturales,Suiza,2019,15
Ciencias Naturales,Suiza,2020,17
Ciencias Naturales,Suiza,2021,21
Ciencias Naturales,Suiza,2022,26
Ciencias Naturales,Suiza,2023,17
Ciencias Naturales,Suiza,2024,22
Ciencias Naturales,Suiza,2025,1
Ciencias Naturales,Tailandia,2002,1
Ciencias Naturales,Tailandia,2021,1
Ciencias Naturales,Tailandia,2025,1
Ciencias Naturales,Turquía,2005,1
Ciencias Naturales,Ucrania,1980,1
Ciencias Naturales,Ucrania,1983,2
Ciencias Naturales,Ucrania,2021,1
Ciencias Naturales,Ucrania,2023,1
Ciencias Naturales,Ucrania,2024,1
Ciencias Naturales,Uruguay,2015,1
Ciencias Naturales,Uruguay,2018,1
Ciencias Naturales,Venezuela,1997,1
Ciencias Naturales,Venezuela,2002,2
Ciencias Naturales,Venezuela,2003,3
Ciencias Naturales,Venezuela,2004,4
Ciencias Naturales,Venezuela,2005,7
Ciencias Naturales,Venezuela,2006,6
Ciencias Naturales,Venezuela,2007,2
Ciencias Naturales,Venezuela,2008,4
Ciencias Naturales,Venezuela,2009,13
Ciencias Naturales,Venezuela,2010,5
Ciencias Naturales,Venezuela,2011,2
Ciencias Naturales,Venezuela,2012,8
Ciencias Naturales,Venezuela,2013,5
Ciencias Naturales,Venezuela,2014,3
Ciencias Naturales,Venezuela,2015,4
Ciencias Naturales,Venezuela,2016,7
Ciencias Naturales,Venezuela,2017,11
Ciencias Naturales,Venezuela,2018,12
Ciencias Naturales,Venezuela,2019,15
Ciencias Naturales,Venezuela,2020,15
Ciencias Naturales,Venezuela,2021,6
Ciencias Naturales,Venezuela,2022,2
Ciencias Naturales,Venezuela,2023,3
Ciencias Naturales,Venezuela,2024,2
Ciencias Naturales,Vietnam,2019,1
Ciencias Sociales,Alemania,1991,1
Ciencias Sociales,Alemania,1999,1
Ciencias Sociales,Alemania,2001,1
Ciencias Sociales,Alemania,2006,1
Ciencias Sociales,Alemania,2009,1
Ciencias Sociales,Alemania,2010,1
Ciencias Sociales,Alemania,2011,30
Ciencias Sociales,Alemania,2012,12
Ciencias Sociales,Alemania,2013,8
Ciencias Sociales,Alemania,2014,10
Ciencias Sociales,Alemania,2015,4
Ciencias Sociales,Alemania,2016,2
Ciencias Sociales,Alemania,2017,2
Ciencias Sociales,Alemania,2018,1
Ciencias Sociales,Alemania,2020,3
Ciencias Sociales,Alemania,2024,1
Ciencias Sociales,Angola,2022,1
Ciencias Sociales,Argentina,1981,1
Ciencias Sociales,Argentina,1982,1
Ciencias Sociales,Argentina,1983,2
Ciencias Sociales,Argentina,1984,1
Ciencias Sociales,Argentina,1986,1
Ciencias Sociales,Argentina,1988,1
Ciencias Sociales,Argentina,1990,1
Ciencias Sociales,Argentina,1991,3
Ciencias Sociales,Argentina,1992,2
Ciencias Sociales,Argentina,1993,3
Ciencias Sociales,Argentina,1994,3
Ciencias Sociales,Argentina,1995,4
Ciencias Sociales,Argentina,1996,3
Ciencias Sociales,Argentina,1997,8
Ciencias Sociales,Argentina,1998,4
Ciencias Sociales,Argentina,1999,17
Ciencias Sociales,Argentina,2000,6
Ciencias Sociales,Argentina,2001,4
Ciencias Sociales,Argentina,2002,2
Ciencias Sociales,Argentina,2003,3
Ciencias Sociales,Argentina,2004,5
Ciencias Sociales,Argentina,2005,1
Ciencias Sociales,Argentina,2006,6
Ciencias Sociales,Argentina,2007,11
Ciencias Sociales,Argentina,2008,7
Ciencias Sociales,Argentina,2009,7
Ciencias Sociales,Argentina,2010,11
Ciencias Sociales,Argentina,2011,12
